GeneEmbed_1,GeneEmbed_2,GeneEmbed_3,GeneEmbed_4,GeneEmbed_5,GeneEmbed_6,GeneEmbed_7,GeneEmbed_8,GeneEmbed_9,GeneEmbed_10,GeneEmbed_11,GeneEmbed_12,GeneEmbed_13,GeneEmbed_14,GeneEmbed_15,CarbonContents_1,CarbonContents_2,CarbonContents_3,CarbonContents_4,CarbonContents_5,CarbonContents_6,CarbonContents_7,CarbonContents_8,CarbonContents_9,CarbonContents_10,Medium_1,Medium_2,Medium_3,Medium_4,Medium_5,Medium_6,Medium_7,Medium_8,Medium_9,Medium_10,Medium_11,Medium_12,Medium_13,Medium_14,Medium_15,Medium_16,Medium_17,Medium_18,Medium_19,Medium_20,Medium_21,Medium_22,Medium_23
-1,-1,2,0,0,0,0,0,0,0,0,-1,0,-1,0,100,0,0,0,0,0,0,0,0,0,4.3285,3.4225,6.6,5,0.25,0.05,0.001,0.001,0.001,10,10,3,5,4,0,0,0,0,0,0,0,0,0
